Datein,FR(m3/dia),BODin (ppm),CODin (ppm),SSin(ppm),pHin,NAmin(ppm),NNin (ppm),Pin (ppm),Colin(ppm),Tin(°C),Condin L1,RF(mm),Pulp(ton/dia),Pap (ton/dia),,Dateout,BODout(ppm),CODout (ppm),SSout(ppm),Colout(ppm),Tout(°C),Condout,FRout(m3/dia)
4/3/1997,74937,295,600,162,"10,83",,"1,301",,523,"45,5",1800,"0,7","958,809","1045,5",,4/3/1997,118,319,75,426,"34,5",1472,74973
4/4/1997,73775,227,564,,"6,24",,"2,106",,388,"46,5",1563,"2,5","605,819","790,5",,4/4/1997,112,321,,378,"35,5",1623,73905
4/5/1997,70816,237,538,,"6,11",,,,482,,1324,,"837,693","980,1",,4/5/1997,106,321,,444,,1524,70816
4/6/1997,72538,238,579,,"0,85",,,,540,,1423,,"835,241","910,3",,4/6/1997,75,303,,429,,1453,72538
4/7/1997,78960,255,539,,"6,55",,,"1,457",435,47,1260,,"921,653","1041,3",,4/7/1997,82,290,,462,36,1465,78960
4/8/1997,76637,193,517,,"7,28",,,"0,468",582,"46,5",1408,,"802,458","1041,3",,4/8/1997,62,314,,381,"35,5",1369,76637
4/9/1997,71076,222,493,,"6,5",,,,524,,1346,,"858,383",1050,,4/9/1997,84,271,,433,,1396,71076
4/10/1997,72051,206,510,59,"6,94","0,8",,,567,46,1438,,"813,781","1005,1",,4/10/1997,75,315,91,467,35,1425,72051
4/11/1997,76958,,,,,,,"0,8",414,46,,,"747,151","1000,1",,4/11/1997,84,304,,448,35,1404,76958
4/12/1997,76538,223,541,,"6,44",,,,486,,1342,,"850,098","1008,4",,4/12/1997,85,286,,429,,1305,76538
4/13/1997,78205,246,555,,"6,85",,,,524,,1368,,"804,472","1038,5",,4/13/1997,110,327,,451,,1433,78205
4/14/1997,74417,216,506,,"6,45",,"1,223",,525,46,1326,,"876,976","993,9",,4/14/1997,90,288,,415,35,1394,74417
4/15/1997,74722,257,524,,"11,57",,,,458,46,1624,,"821,62","1000,7",,4/15/1997,93,295,,419,36,1300,74722
4/16/1997,76588,248,567,,"7,01",,"1,763",,536,"45,5",1358,,"930,687","1043,7",,4/16/1997,105,298,,407,35,1467,76588
4/17/1997,76007,239,533,159,"6,93",,,,486,46,1332,"19,1","829,409","1048,4",,4/17/1997,116,320,79,434,36,1406,76997
4/18/1997,65520,,,,"6,87",,"2,208",,367,"47,5",1267,"0,1","745,294","826,3",,4/18/1997,,,,365,35,1400,65525
4/19/1997,68445,232,487,,"6,71",,,,399,,1574,,"851,68","975,9",,4/19/1997,92,350,,362,,1482,68445
4/20/1997,67857,226,461,,"6,89",,,,433,,1335,,"920,861","1034,1",,4/20/1997,85,274,,374,,1386,67857
4/21/1997,66921,219,490,,"7,28",,,,490,,1395,,"877,534","1121,9",,4/21/1997,95,290,,417,,1432,66921
4/22/1997,69456,245,472,,"7,41","1,3",,"1,26",416,46,1645,"0,1","823,91","1106,4",,4/22/1997,97,288,,410,36,1418,69461
4/23/1997,73982,236,474,,"6,8","0,44",,,436,44,1154,"2,3","807,273","968,2",,4/23/1997,82,286,,424,35,1512,74101
4/24/1997,75211,227,495,72,"8,96","0,58",,,464,45,1492,"0,1","783,602","957,4",,4/24/1997,66,231,62,408,"34,5",1448,75216
4/25/1997,72458,213,500,,"6,88",,,"0,578",611,45,1332,,"796,862","1025,1",,4/25/1997,90,280,,526,"34,5",1399,72458
4/26/1997,71902,195,540,,"6,99",,,,534,,1385,,"790,102","979,4",,4/26/1997,103,295,,464,,1377,71902
4/27/1997,72300,267,577,,"6,87",,,,643,,1482,,"739,388","959,1",,4/27/1997,106,313,,561,,1384,72300
4/28/1997,77500,255,591,,"8,56",,"1,36",,473,45,1616,,"820,257","912,8",,4/28/1997,105,360,,501,35,1472,77500
4/29/1997,76916,260,533,,"7,27",,"1,31",,565,45,1764,,"939,92","1045,6",,4/29/1997,114,289,,534,35,1593,76916
4/30/1997,77643,213,481,,"7,13",,,,399,46,1365,,"923,836","973,6",,4/30/1997,82,312,,521,"34,5",1620,77643
5/1/1997,72801,154,416,,"7,01",,,,374,,1289,,"935,271",944,,5/1/1997,73,294,,521,,1556,72801
5/2/1997,75524,202,441,,"6,93",,,,444,,1490,,"1003,332","1072,1",,5/2/1997,68,247,,467,,1434,75524
5/3/1997,75829,220,534,,"6,64",,,,541,,1485,,"845,601","1037,3",,5/3/1997,,,,,,,75829
5/4/1997,78758,261,550,,"6,85",,,,536,,1309,,"808,917","1040,6",,5/4/1997,107,326,,533,,1390,78758
5/5/1997,78015,253,561,,"6,97","1,2",,"1,15",563,46,1349,,"898,117","1033,4",,5/5/1997,110,319,,382,36,1468,78015
5/6/1997,78518,307,566,,"11,85","1,2",,"1,18",455,46,2170,"0,1","1014,707","990,8",,5/6/1997,125,343,,468,35,1461,78523
5/7/1997,79073,273,615,,"7,08","1,2",,,557,"45,5",1580,,"977,164","1054,2",,5/7/1997,103,335,,505,"34,5",1597,79073
5/8/1997,77230,263,566,97,"6,75","2,2",,,480,"45,5",1324,,"894,267","1053,1",,5/8/1997,116,358,107,464,35,1599,77230
5/9/1997,77645,222,545,,"6,23",,,"0,44",590,"46,5",1337,,"716,612","820,2",,5/9/1997,92,304,,554,35,1485,77645
5/10/1997,77844,245,514,,"6,31",,,,602,,1467,,"958,14","956,8",,5/10/1997,101,314,,547,,1424,77844
5/11/1997,74988,275,532,,"6,57",,,,517,,1230,"0,1","852,487","997,9",,5/11/1997,103,329,,513,,1431,74993
5/12/1997,74257,235,473,,"7,12",,"0,877",,429,"45,5",1204,,"966,849","990,9",,5/12/1997,79,314,,467,35,1399,74257
5/13/1997,55111,178,427,,"11,5",,"0,886",,530,40,1936,"0,1","1025,309","986,8",,5/13/1997,84,274,,502,35,1362,55116
5/14/1997,62418,196,466,,"9,27",,,,630,34,1023,,"933,046","980,4",,5/14/1997,56,268,,429,32,1339,62418
5/15/1997,74108,252,507,142,"7,23",,,,532,45,1390,,"799,883","925,7",,5/15/1997,63,218,52,445,32,1300,74108
5/16/1997,72682,306,648,,"7,04",,"2,012",,,"44,5",1619,"0,1","66,016","920,8",,5/16/1997,94,271,,,"32,5",1485,72687
5/17/1997,74737,243,508,,"6,64",,,,,,1269,,"535,047","1039,1",,5/17/1997,75,255,,,,1298,74737
5/18/1997,77796,272,545,,"7,17",,,,523,,1328,,"972,066",981,,5/18/1997,118,312,,367,,1293,77796
5/19/1997,72561,225,463,,"10,15",,,"0,106",457,"41,5",1515,"0,1","746,538","952,9",,5/19/1997,107,317,,415,34,1377,72566
5/20/1997,81660,275,519,,"7,1",1,,"0,05",493,45,1433,,"849,384","1021,3",,5/20/1997,84,285,,436,"33,5",1464,81660
5/21/1997,77526,290,542,,"7,09","0,76",,,448,"45,5",1442,"0,1","959,546","1065,6",,5/21/1997,106,288,,397,34,1480,77531
5/22/1997,77299,215,540,190,"6,99","0,79",,,443,45,1418,"9,0","550,584","1013,2",,5/22/1997,129,258,55,399,"35,5",1361,77766
5/23/1997,74674,,,,,,,"0,59",,"45,5",,,"1008,694",1205,,5/23/1997,,,,,35,,74674
5/24/1997,81271,283,559,,"7,09",,,,405,,1593,"21,8","970,866","1082,7",,5/24/1997,109,323,,322,,1450,82401
5/25/1997,80379,,,,,,,,503,,,"20,4","879,039","1015,6",,5/25/1997,112,322,,391,,1480,81436
5/26/1997,77264,297,540,,"6,96",,"1,142",,396,40,1520,"0,2","905,586",1038,,5/26/1997,96,282,,378,"34,5",1510,77274
5/27/1997,78805,279,504,,"6,8",,"0,839",,429,"44,5",1415,"0,1","939,59","1058,3",,5/27/1997,100,295,,418,34,1537,78810
5/28/1997,79456,,,,,,,,,44,,"7,2","972,923","1008,4",,5/28/1997,,,,,35,,79829
5/29/1997,78429,,,,,,,,,,,"0,2","904,603",951,,5/29/1997,,,,,,,78439
5/30/1997,78932,284,528,,7,,,,355,,1483,,"903,336","936,8",,5/30/1997,103,288,,379,,1500,78932
5/31/1997,78185,270,495,,"7,21",,,,418,,1386,,"987,951","1048,8",,5/31/1997,99,309,,363,,1389,78185
6/1/1997,72499,449,364,,"8,33",,,,283,,965,,"982,357","1045,9",,6/1/1997,103,308,,396,,1498,72499
6/2/1997,75125,271,493,,"7,15",,,"1,345",472,"38,5",1326,"0,1","1041,182","1068,8",,6/2/1997,76,241,,337,33,1377,75130
6/3/1997,77024,324,593,,"11,39","0,13",,"0,933",455,42,2300,"1,3","993,333","1042,3",,6/3/1997,68,233,,325,32,1323,77091
6/4/1997,74482,308,589,,"7,54",2,,,474,42,1293,"13,7","340,865",1006,,6/4/1997,69,191,,254,33,1037,75192
6/5/1997,81387,322,602,,"7,15",,,,576,42,1532,"57,4","733,588","999,9",,6/5/1997,115,284,,340,33,1348,84362
6/6/1997,76675,325,562,,"7,1",,,"0,973",505,"42,5",1604,"0,4","755,185","762,6",,6/6/1997,106,311,,426,"32,5",1401,76696
6/7/1997,74677,261,484,,"7,05",,,,478,,1337,"0,1","868,493",970,,6/7/1997,111,316,,435,,1423,74682
6/8/1997,74008,284,554,,"6,93",,,,492,,1391,,"980,907","1012,8",,6/8/1997,111,333,,386,,1481,74008
6/9/1997,73728,275,507,,"6,7",,"1,4",,467,40,1305,,"917,248","980,3",,6/9/1997,113,317,,445,32,1487,73728
6/10/1997,58288,272,490,,"6,85",,"1,38",,433,40,1330,"0,2","954,922","996,1",,6/10/1997,100,306,,397,32,1448,58298
6/11/1997,73238,294,544,,"11,32",,,,474,39,2770,"5,4","923,12","993,7",,6/11/1997,81,260,,462,"31,5",1415,73518
6/12/1997,78315,324,587,,"7,35",,,,549,"40,5",1439,"9,9","861,982","1061,5",,6/12/1997,104,282,,443,31,1535,78828
6/13/1997,76282,238,584,154,"7,11",,"1,332",,415,44,1430,"0,3","853,864","1041,4",,6/13/1997,109,298,60,391,32,1433,76298
6/14/1997,78976,274,519,,"7,09",,,,419,,1344,"24,8","715,983","853,9",,6/14/1997,86,242,,350,,1117,80262
6/15/1997,81440,293,520,,"7,04",,,,441,,1393,"30,4","945,655","1052,8",,6/15/1997,119,311,,393,,1335,83016
6/16/1997,76833,248,475,,"7,08",,,"1,276",416,"42,5",1251,"0,1","873,5","947,5",,6/16/1997,99,294,,414,34,1328,76838
6/17/1997,74871,268,557,,"6,75",,,"0,731",476,43,1214,"0,2","996,302","1079,6",,6/17/1997,73,263,,407,33,1226,74881
6/18/1997,75715,269,520,,"6,7","0,53",,,468,"42,5",1141,,"980,548","1077,9",,6/18/1997,106,313,,414,32,1187,75715
6/19/1997,79135,225,502,100,"6,75","0,31",,,376,43,1102,,"989,057","1042,4",,6/19/1997,67,305,58,391,32,1207,79135
6/20/1997,72637,262,526,,"6,95",,,"1,52",309,40,1219,"32,2","982,862","1127,7",,6/20/1997,91,288,,316,34,1314,74306
6/21/1997,61094,195,375,,"7,41",,,,311,,1038,"0,1","995,966","1184,9",,6/21/1997,93,281,,335,,1265,61099
6/22/1997,67517,234,431,,7,,,,358,,1229,"0,1","924,324","1082,5",,6/22/1997,96,257,,319,,1176,67522
6/23/1997,74560,255,494,,"7,11",,"0,75",,397,"43,5",1392,"0,1","911,565","1039,3",,6/23/1997,63,216,,292,33,1211,74565
6/24/1997,76535,256,499,,"6,84",,"1,42",,382,"42,5",1326,"0,1","522,852",1094,,6/24/1997,78,246,,294,34,1213,76540
6/25/1997,69101,244,535,,"6,49",,,,450,"44,5",1313,"0,2","855,234","1116,1",,6/25/1997,83,249,,326,36,1322,69111
6/26/1997,77731,279,562,,"6,79","0,12",,,480,44,1292,"0,1","954,65","1043,8",,6/26/1997,76,254,,346,35,1335,77736
6/27/1997,76400,251,554,,"6,89",,"1,85",,393,"41,5",1264,,"1029,017","1091,9",,6/27/1997,85,290,,350,34,1292,76400
6/28/1997,74209,229,559,,7,,,,495,,1195,,"926,659","1055,1",,6/28/1997,81,286,,362,,1265,74209
6/29/1997,72057,255,534,,"6,48",,,,432,,1136,,"949,144","996,6",,6/29/1997,101,314,,419,,1248,72057
6/30/1997,71961,252,534,,"6,58",,,"0,89",370,"44,5",1059,,"970,886","1006,7",,6/30/1997,101,306,,407,34,1175,71961
7/1/1997,76820,245,529,,"6,94","0,56",,"0,94",402,43,1133,,"1030,859",1094,,7/1/1997,88,288,,429,34,1211,76820
7/2/1997,77206,255,540,,"6,4","0,44",,,368,43,1142,"8,0","978,981","1086,1",,7/2/1997,86,268,,368,34,1206,77206
7/3/1997,77420,250,521,76,"6,62","0,58",,,375,"43,5",1218,,"935,74","1023,2",,7/3/1997,84,251,61,387,34,1275,77420
7/4/1997,78691,229,553,,"6,11",,,"1,3",353,44,1232,"7,9","885,151","1043,9",,7/4/1997,90,296,,378,34,1467,78691
7/5/1997,79807,250,519,,"6,82",,,,408,,1178,"0,1","909,498","982,9",,7/5/1997,73,257,,340,,1165,79812
7/6/1997,80123,241,520,,"6,68",,,,412,,1104,,"913,268","977,9",,7/6/1997,76,275,,354,,1191,80123
7/7/1997,79007,247,497,,"5,78",,"1,5",,356,44,1110,,"974,185","1029,6",,7/7/1997,90,283,,380,34,1209,79007
7/8/1997,77813,273,538,,"5,87",,"1,6",,398,"43,5",1264,,"960,357","1078,2",,7/8/1997,86,277,,398,34,1487,77813
7/9/1997,77954,260,496,,"8,45",,,,434,,1253,,"979,912","1078,5",,7/9/1997,100,287,,358,,1115,77954
7/10/1997,80159,302,563,166,"9,79",,,,488,"43,5",1403,,"990,431","1082,8",,7/10/1997,88,268,69,379,34,1209,80159
7/11/1997,81044,174,471,,"6,56",,"0,6",,348,43,885,"0,1","853,993","1037,1",,7/11/1997,88,261,,320,34,1217,81049
7/12/1997,77272,280,588,,"6,53",,,,470,,1270,"0,1","899,206","1075,8",,7/12/1997,72,265,,359,,1283,77277
7/13/1997,75056,246,552,,"7,02",,,,519,,1319,,"924,972","973,5",,7/13/1997,95,312,,442,,1323,75056
7/14/1997,75351,244,542,,"7,14",,,"0,9",499,44,1258,,"901,384",1030,,7/14/1997,87,290,,433,34,1268,75351
7/15/1997,75834,298,588,,"11,26","0,8",,2,595,43,1857,"0,1","1008,524","1124,4",,7/15/1997,98,291,,467,34,1347,75839
7/16/1997,76564,284,548,,"6,88",,,,527,"41,5",,,"939,684","1175,1",,7/16/1997,126,341,,517,34,,76564
7/17/1997,76066,273,532,83,"8,42","0,6",,,522,43,1254,"0,1","946,946",1196,,7/17/1997,121,338,32,520,34,1427,76071
7/18/1997,76928,174,461,,"6,74",,,"1,72",319,"43,5",930,,"874,581","976,3",,7/18/1997,81,316,,400,"33,5",1211,76928
7/19/1997,75582,220,510,,"7,14",,,,391,,1191,,"871,907","1059,5",,7/19/1997,100,315,,406,,1297,75582
7/20/1997,75020,270,517,,"7,21",,,,407,,1275,,"869,345","1083,1",,7/20/1997,96,306,,408,,1293,75020
7/21/1997,78189,257,495,,"6,96",,"0,52",,401,"43,5",1249,"29,0","893,907","1077,6",,7/21/1997,91,281,,361,34,1352,79692
7/22/1997,77049,249,502,,"7,08",,,,479,"41,5",1339,"0,1","862,266","1042,5",,7/22/1997,96,279,,365,33,1298,77054
7/23/1997,77311,320,531,,"6,69",,"0,44",,551,"42,5",1315,"0,1","939,244","1072,8",,7/23/1997,113,285,,374,33,1327,77316
7/24/1997,74838,291,576,,"11,61",,,,536,42,2120,"0,1","938,762","1004,2",,7/24/1997,101,318,,407,33,1375,74843
7/25/1997,78495,277,633,,"8,04",,,,385,42,1647,"0,1","933,354","1060,2",,7/25/1997,98,320,,437,34,1358,78500
7/26/1997,76958,276,543,,"6,93",,,,380,,1075,,"943,853","1044,2",,7/26/1997,107,331,,404,,1385,76958
7/27/1997,74696,293,572,,"7,02",,,,500,,1320,"0,1","867,764",788,,7/27/1997,134,336,,413,,1414,74701
7/28/1997,80456,283,536,,"7,07",,,,403,43,1385,"0,1","896,637","924,4",,7/28/1997,141,351,,427,34,1337,80461
7/29/1997,75635,297,513,,"7,05",,,"0,8",387,"42,5",1428,"0,1","899,989","1035,4",,7/29/1997,127,319,,417,33,1371,75640
7/30/1997,73482,279,497,,"7,03","0,15",,"0,96",381,42,1395,"0,1","967,835","1072,8",,7/30/1997,132,313,,375,34,1399,73487
7/31/1997,72975,276,476,132,"7,01","0,13",,,312,43,1441,,"1003,127","1109,5",,7/31/1997,111,312,41,324,34,1436,72975
8/1/1997,75692,297,512,,"11,64",,,"1,21",370,43,2300,,"896,436","1046,5",,8/1/1997,108,281,,382,34,1668,75692
8/2/1997,77680,263,580,,"6,87",,,,501,,1365,,"1022,466","1094,3",,8/2/1997,96,284,,342,,1499,77680
8/3/1997,75800,307,590,,"7,37",,,,501,,1554,,"845,028","905,4",,8/3/1997,120,327,,387,,1501,75800
8/4/1997,74565,279,584,,"6,34",,"0,29",,516,43,1417,,"598,082","777,1",,8/4/1997,124,341,,467,34,1481,74565
8/5/1997,72906,326,603,,"6,54",,"0,85",,479,"43,5",1342,,"862,743","1021,1",,8/5/1997,138,368,,462,34,1472,72906
8/6/1997,74150,299,584,,"7,13",,,,523,43,1463,,"913,325",1050,,8/6/1997,135,352,,454,"33,5",1426,74150
8/7/1997,73131,297,565,76,"7,45",,,,457,43,1427,,"900,591","1022,4",,8/7/1997,130,348,34,501,34,1401,73131
8/8/1997,77423,,,,,,"1,06",,,44,,,"908,111","986,8",,8/8/1997,,,,,34,,77423
8/9/1997,76426,304,631,,"7,1",,,,598,,1807,,"889,139","999,4",,8/9/1997,106,311,,439,,1425,76426
8/10/1997,77953,291,533,,"7,17",,,,441,,1341,,"770,528","947,3",,8/10/1997,109,331,,483,,1574,77953
8/11/1997,75369,305,519,,"7,14",,,,445,40,1445,,"936,924",974,,8/11/1997,108,321,,466,33,1509,75369
8/12/1997,70184,316,497,,7,"0,11",,"1,14",404,43,1173,,"930,382","1002,7",,8/12/1997,105,327,,436,"33,5",1479,70184
8/13/1997,75281,304,588,,"6,61","0,8",,,578,"42,5",1493,,"891,708","924,1",,8/13/1997,109,298,,395,33,1421,75281
8/14/1997,76790,228,614,63,"7,06","0,5",,,700,"42,5",2090,"0,1","1002,852","1071,1",,8/14/1997,77,313,43,406,"33,5",1427,76795
8/15/1997,74543,422,797,,"7,75",,,"0,745",1117,43,3080,,"689,817",1046,,8/15/1997,134,381,,530,34,1990,74543
8/16/1997,75055,343,714,,"7,86",,,,1056,,2560,,"918,656","1065,5",,8/16/1997,126,382,,600,,1885,75055
8/17/1997,75837,368,726,,"9,49",,,,1151,,2550,,"950,127","1095,9",,8/17/1997,135,463,,796,,2230,75837
8/18/1997,34991,155,,,"12,22",,"0,21",,611,35,5810,,"859,48",1007,,8/18/1997,155,,,983,"35,5",2410,34991
8/19/1997,8051,,,,,,,,,,,,"888,997","1175,4",,8/19/1997,119,,,,33,2460,8051
8/20/1997,4474,,,,,,,,,,,,"707,423","1214,9",,8/20/1997,,,,,"31,5",2420,4474
8/21/1997,6829,,,,,,,,,,,,"96,339","1026,4",,8/21/1997,,,45,,"30,5",2410,6829
8/22/1997,6507,,,,,,,"1,799",,,,,9,"1041,4",,8/22/1997,,,,,29,,6507
8/23/1997,6106,,,,,,,,,,,,5,"1026,9",,8/23/1997,,,,966,,2370,6106
8/24/1997,49804,264,446,,"7,35",,,,435,,1075,"2,0",-48,"1034,5",,8/24/1997,20,259,,1138,,2570,49908
8/25/1997,77490,321,542,,"7,12",,,,555,35,1301,,-37,"1038,9",,8/25/1997,28,280,,843,29,2100,77490
8/26/1997,76964,351,624,,"7,22","1,4",,"1,363",602,"44,5",1717,,"136,193","1052,3",,8/26/1997,53,245,,642,31,1718,76964
8/27/1997,80423,311,553,,"7,21","0,62",,,590,"43,5",1154,,"205,359","971,1",,8/27/1997,91,326,,619,"33,5",1656,80423
8/28/1997,79694,295,520,26,"6,75","1,55",,,552,"42,5",1188,,"876,683","1009,6",,8/28/1997,122,335,40,622,"34,5",1583,79694
8/29/1997,78942,289,667,,"6,73",,,"1,006",771,45,1479,,"937,075","1086,1",,8/29/1997,81,345,,483,35,1182,78942
8/30/1997,77464,357,638,,"6,85",,,,701,,1358,,"936,518","1083,2",,8/30/1997,138,367,,632,,1465,77464
8/31/1997,76481,332,651,,"6,95",,,,689,,1410,,"618,645","1112,5",,8/31/1997,152,389,,652,,1524,76481
9/1/1997,76694,274,614,,"6,89",,"1,095",,620,46,1440,,"914,499","1108,6",,9/1/1997,151,391,,614,"36,5",1502,76694
9/2/1997,76349,334,579,,"11,24",,"1,31",,556,45,1916,,"990,351","1059,7",,9/2/1997,129,380,,577,37,1516,76349
9/3/1997,72460,235,402,,"7,15",,,,378,45,1095,,"964,388",1038,,9/3/1997,150,352,,553,36,1593,72460
9/4/1997,57835,171,322,114,"8,87",,,,275,"37,5",771,,"962,232","1027,4",,9/4/1997,93,277,69,457,35,1479,57835
9/5/1997,68602,191,504,,"6,92",,"1,026",,481,42,1070,"0,1","823,076","842,8",,9/5/1997,32,219,,333,34,1225,68607
9/6/1997,74753,258,630,,"6,48",,,,715,,1353,,"525,913","955,2",,9/6/1997,42,239,,351,,1124,74753
9/7/1997,75172,314,603,,"6,78",,,,642,,1526,,"238,265","984,3",,9/7/1997,92,308,,447,,1236,75172
9/8/1997,75868,297,567,,"6,62",,,"1,292",595,45,1185,,"788,67","1010,6",,9/8/1997,121,330,,490,35,1338,75868
9/9/1997,76273,335,515,,"7,59","1,25",,"1,069",480,46,1202,,"955,707","1014,3",,9/9/1997,115,335,,506,35,1331,76273
9/10/1997,77169,281,548,,"7,11","1,05",,,518,"46,5",1283,,"972,961","989,8",,9/10/1997,103,322,,479,36,1299,77169
9/11/1997,76314,324,590,160,"11,88","0,2",,,677,"46,5",2340,,"950,238","1019,2",,9/11/1997,108,327,86,500,36,1316,76314
9/12/1997,74717,234,615,,"8,85",,,1,731,"46,5",1477,,"895,563","996,8",,9/12/1997,80,337,,489,36,1467,74717
9/13/1997,72658,252,518,,"7,25",,,,545,,1175,"1,4","923,742","1012,9",,9/13/1997,105,321,,587,,1450,72731
9/14/1997,71898,344,725,,"7,11",,,,530,,1428,"20,5","830,097","808,3",,9/14/1997,103,311,,547,,1317,72961
9/15/1997,74303,302,591,,"6,84",,"0,59",,643,47,1598,"4,1","825,157","925,3",,9/15/1997,111,329,,670,36,1397,74516
9/16/1997,74596,298,582,,"7,45",,"0,624",,650,47,1625,,"825,979","1024,5",,9/16/1997,128,371,,542,36,1489,74596
9/17/1997,75811,326,560,,"7,69",,,,589,47,1521,,"891,138","1037,8",,9/17/1997,135,360,,524,36,1587,75811
9/18/1997,76138,331,588,285,"9,91",,,,628,47,1495,,"1024,482","1061,9",,9/18/1997,118,349,76,526,"35,5",1551,76138
9/19/1997,74114,174,595,,"7,55",,"1,43",,413,"46,5",1033,"0,1","962,319","1088,6",,9/19/1997,90,365,,481,36,1305,74119
9/20/1997,75296,263,534,,"7,22",,,,454,,1416,"15,6","970,721","1147,4",,9/20/1997,109,347,,448,,1448,76105
9/21/1997,49475,335,601,,"7,16",,,,495,,1630,,"958,915","1026,3",,9/21/1997,115,310,,447,,1465,49475
9/22/1997,71478,314,513,,"7,07",,,"0,9584",463,47,1480,,"913,677","1093,8",,9/22/1997,96,306,,420,34,1530,71478
9/23/1997,70678,258,507,,"7,12","0,15",,,486,47,1383,,"965,396","1080,7",,9/23/1997,113,296,,400,35,1509,70678
9/24/1997,72767,265,498,,"7,3","0,2",,"1,13",436,46,1371,,"954,496","1000,4",,9/24/1997,99,299,,378,36,1469,72767
9/25/1997,75169,257,504,152,"7,41","0,14",,,479,47,1390,"0,2","948,848","1013,2",,9/25/1997,106,281,79,382,36,1464,75179
9/26/1997,75825,285,544,,"9,64",,,"0,866",568,47,1476,,"933,591","1006,2",,9/26/1997,98,277,,375,35,1357,75825
9/27/1997,78152,344,522,,"7,46",,,,494,,1322,,"937,464","995,1",,9/27/1997,96,290,,381,,1417,78152
9/28/1997,78836,283,552,,"7,69",,,,535,,1378,,"935,243","1002,1",,9/28/1997,115,311,,432,,1435,78836
9/29/1997,77614,261,546,,"7,17",,"0,751",,509,44,1442,"2,8","949,205","1043,7",,9/29/1997,102,356,,470,37,1488,77759
9/30/1997,79153,295,520,,"6,89",,"0,521",,502,44,1257,,"998,625","1074,2",,9/30/1997,112,340,,492,37,1468,79153
10/1/1997,80710,281,549,,"10,74",,,,464,45,2450,"1,4","809,11","814,7",,10/1/1997,118,345,,479,38,1617,80783
10/2/1997,76323,203,514,89,"8,13",,,,528,44,807,,"784,776",979,,10/2/1997,150,332,55,501,"36,5",1050,76323
10/3/1997,72786,244,444,,"7,31",,"1,13",,490,"45,5",1239,,"770,97","1029,9",,10/3/1997,94,283,,481,34,1396,72786
10/4/1997,75002,264,444,,"6,9",,,,540,,1241,,"762,878","972,9",,10/4/1997,119,267,,444,,1428,75002
10/5/1997,73966,274,495,,"7,56",,,,488,,1378,,"916,139","1016,1",,10/5/1997,115,313,,485,,1363,73966
10/6/1997,72621,270,476,,"7,27",,,"0,745",413,45,1293,"5,5","799,782","992,3",,10/6/1997,101,292,,476,35,1344,72906
10/7/1997,75713,300,507,,"8,49","0,35",,"0,5679",413,44,1435,,"862,688","1064,5",,10/7/1997,109,289,,442,"34,5",1362,75713
10/8/1997,74277,213,405,,"8,1","0,21",,,417,"44,5",1220,,"652,299","872,7",,10/8/1997,92,281,,445,"33,5",1325,74277
10/9/1997,80304,246,528,42,"8,35","0,37",,,398,"44,5",1280,,"866,276","1006,7",,10/9/1997,41,258,47,416,34,1303,80304
10/10/1997,79365,219,447,,"8,41",,,"0,9062",439,"47,5",1281,,"730,426","1015,6",,10/10/1997,77,258,,395,34,1375,79365
10/11/1997,78014,232,471,,"8,37",,,,555,,1414,,"848,608","1029,2",,10/11/1997,86,242,,432,,1296,78014
10/12/1997,80358,238,518,,"7,39",,,,465,,1169,,"827,445","1025,4",,10/12/1997,91,276,,469,,1373,80358
10/13/1997,78586,222,494,,"6,91",,"1,017",,395,44,1193,,"854,116","1083,9",,10/13/1997,89,276,,455,36,1358,78586
10/14/1997,78316,349,588,,"10,96",,"0,6084",,508,44,1980,,"847,797","934,6",,10/14/1997,109,279,,434,36,1308,78316
10/15/1997,83747,262,529,,"6,46",,,,469,45,1160,"2,3","945,826","1032,9",,10/15/1997,121,309,,474,"36,5",1439,83866
10/16/1997,82143,300,572,102,"10,3",,,,463,45,1544,"8,3","950,336","1185,1",,10/16/1997,134,302,61,466,"36,5",1368,82573
10/17/1997,81212,214,466,,"8,26",,"2,6645",,446,45,1478,,"848,555","1128,4",,10/17/1997,92,326,,423,35,1274,81212
10/18/1997,78236,250,543,,"7,45",,,,507,,1450,,"933,342","1115,9",,10/18/1997,101,305,,441,,1475,78236
10/19/1997,76558,245,479,,"8,3",,,,396,,1277,"1,8","874,417","1090,7",,10/19/1997,114,313,,476,,1474,76651
10/20/1997,78434,211,475,,"8,01",,,"0,86",476,44,1356,"15,7","802,115","1092,5",,10/20/1997,98,313,,441,36,1323,79248
10/21/1997,74521,223,495,,"7,44","0,39",,"1,03",416,44,1390,"2,1","857,68","1094,5",,10/21/1997,85,285,,382,36,1499,74630
10/22/1997,74646,220,490,,"7,85","0,12",,,448,42,1264,,"830,838","1029,5",,10/22/1997,89,278,,374,35,1439,74646
10/23/1997,73496,212,520,86,"6,89","0,37",,,403,43,1011,,"780,518","1045,6",,10/23/1997,79,284,73,406,34,1225,73496
10/24/1997,75077,227,513,,"7,42",,,"0,55",431,43,1347,,"787,455","1013,2",,10/24/1997,89,264,,427,35,1199,75077
10/25/1997,76849,250,593,,"6,82",,,,481,,1330,"3,6","934,827","1014,3",,10/25/1997,98,284,,430,,1540,77036
10/26/1997,78970,272,619,,"7,59",,,,446,,1429,"9,5","938,297","1034,5",,10/26/1997,101,330,,435,,1312,79462
